Id,Name,Address,Lon,Lat,StreetAddress,City,State,ZipCode
10059,LAWRENCE MEDICAL CENTER,"202 HOSPITAL STREET, MOULTON, AL 35650",-87.28600550000002,34.4828965,202 HOSPITAL STREET,MOULTON,AL,35650
10061,HIGHLANDS MEDICAL CENTER,"380 WOODS COVE ROAD, SCOTTSBORO, AL 35768",-86.0466604,34.6617311,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768
10062,WIREGRASS MEDICAL CENTER,"1200 W MAPLE AVENUE, GENEVA, AL 36340",-85.8899898,31.0482465,1200 W MAPLE AVENUE,GENEVA,AL,36340
10065,RUSSELL HOSPITAL,"3316 HIGHWAY 280, ALEXANDER CITY, AL 35010",-85.98569599999999,32.9457255,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010
10069,MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST, EUFAULA, AL 36027",-85.1562,31.8887,820 W WASHINGTON ST,EUFAULA,AL,36027
10073,CLAY COUNTY HOSPITAL,"83825 HIGHWAY 9    P O BOX 1270, ASHLAND, AL 36251",-85.8220908,33.2774467,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,"400 EAST 10TH STREET, ANNISTON, AL 36207",-85.8228352,33.6563953,400 EAST 10TH STREET,ANNISTON,AL,36207
10079,ATHENS-LIMESTONE HOSPITAL,"700 WEST MARKET STREET, ATHENS, AL 35611",-86.97727599999999,34.8035006,700 WEST MARKET STREET,ATHENS,AL,35611
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,"1613 NORTH MCKENZIE STREET, FOLEY, AL 36535",-87.68385599999999,30.426998,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535
10085,DECATUR GENERAL HOSPITAL,"1201 7TH STREET SE, DECATUR, AL 35609",-86.9724775,34.5905141,1201 7TH STREET SE,DECATUR,AL,35609
10086,NORTHWEST MEDICAL CENTER,"1530 U S HIGHWAY 43, WINFIELD, AL 35594",-87.82494349999999,33.9295532,1530 U S HIGHWAY 43,WINFIELD,AL,35594
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,"2451 FILLINGIM STREET, MOBILE, AL 36617",-88.099086,30.706229,2451 FILLINGIM STREET,MOBILE,AL,36617
10089,WALKER BAPTIST MEDICAL CENTER,"3400 HIGHWAY 78 EAST, JASPER, AL 35502",-87.2360521,33.8423129,3400 HIGHWAY 78 EAST,JASPER,AL,35502
10090,PROVIDENCE HOSPITAL,"6801 AIRPORT BOULEVARD, MOBILE, AL 36608",-88.19897019999999,30.68199,6801 AIRPORT BOULEVARD,MOBILE,AL,36608
10091,GROVE HILL MEMORIAL HOSPITAL,"295 JACKSON HWY S, GROVE HILL, AL 36451",-87.2757322,30.4161484,295 JACKSON HWY S,GROVE HILL,AL,36451
10092,D C H REGIONAL MEDICAL CENTER,"809 UNIVERSITY BOULEVARD EAST, TUSCALOOSA, AL 35401",-87.52648119999999,33.2053981,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401
10095,HALE COUNTY HOSPITAL,"508 GREEN STREET, GREENSBORO, AL 36744",-87.5874393,32.6947556,508 GREEN STREET,GREENSBORO,AL,36744
10097,ELMORE COMMUNITY HOSPITAL,"500 HOSPITAL DRIVE, WETUMPKA, AL 36092",-86.1901711,32.5512271,500 HOSPITAL DRIVE,WETUMPKA,AL,36092
10099,D W MCMILLAN MEMORIAL HOSPITAL,"1301 BELLEVILLE AVENUE, BREWTON, AL 36426",-87.0717591,31.1259381,1301 BELLEVILLE AVENUE,BREWTON,AL,36426
10100,THOMAS HOSPITAL,"750 MORPHY AVENUE, FAIRHOPE, AL 36532",-87.88820229999999,30.5199799,750 MORPHY AVENUE,FAIRHOPE,AL,36532
10101,CITIZENS BAPTIST MEDICAL CENTER,"604 STONE AVENUE, TALLADEGA, AL 35161",-86.0921538,33.43979470000001,604 STONE AVENUE,TALLADEGA,AL,35161
10103,BAPTIST MEDICAL CENTER-PRINCETON,"701 PRINCETON AVENUE SOUTHWEST, BIRMINGHAM, AL 35211",-86.84633,33.49854,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211
10104,TRINITY MEDICAL CENTER,"800 MONTCLAIR RD, BIRMINGHAM, AL 35213",-86.7488668,33.5162064,800 MONTCLAIR RD,BIRMINGHAM,AL,35213
10108,PRATTVILLE BAPTIST HOSPITAL,"124 S MEMORIAL DR, PRATTVILLE, AL 36067",-86.45176699999999,32.464172,124 S MEMORIAL DR,PRATTVILLE,AL,36067
10109,PICKENS COUNTY MEDICAL CENTER,"241 ROBERT K WILSON, CARROLLTON, AL 35447",-88.0950263,33.2617871,241 ROBERT K WILSON,CARROLLTON,AL,35447
10110,BULLOCK COUNTY HOSPITAL,"102 WEST CONECUH AVENUE, UNION SPRINGS, AL 36089",-85.71468109999999,32.1433448,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089
10112,BRYAN W WHITFIELD MEM HOSP INC,"105 HIGHWAY 80 EAST, DEMOPOLIS, AL 36732",-87.8364273,32.5035544,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732
10113,MOBILE INFIRMARY,"5 MOBILE INFIRMARY CIRCLE, MOBILE, AL 36652",-88.0796725,30.6950036,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST, BESSEMER, AL 35021",-86.9916645,33.3731475,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,"1015 MEDICAL CENTER PARKWAY, SELMA, AL 36701",-87.0559,32.4295,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701
10120,MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE, BOX 886, MONROEVILLE, AL 36460",-87.32470769999999,31.5279399,"2016 SOUTH ALABAMA AVENUE, BOX 886",MONROEVILLE,AL,36460
10125,LAKELAND COMMUNITY HOSPITAL,"42024 HIGHWAY 195 E     POST OFFICE BOX 780, HALEYVILLE, AL 35565",-87.6214133,34.226488,42024 HIGHWAY 195 E     POST OFFICE BOX 780,HALEYVILLE,AL,35565
10126,TROY REGIONAL MEDICAL CENTER,"1330 HIGHWAY 231 SOUTH, TROY, AL 36081",-85.947535,31.7809853,1330 HIGHWAY 231 SOUTH,TROY,AL,36081
10128,JACKSON MEDICAL CENTER,"220 HOSPITAL DRIVE, JACKSON, AL 36545",-87.89319359999999,31.5302989,220 HOSPITAL DRIVE,JACKSON,AL,36545
10129,NORTH BALDWIN INFIRMARY,"1815 HAND AVENUE, BAY MINETTE, AL 36507",-87.7826661,30.9010855,1815 HAND AVENUE,BAY MINETTE,AL,36507
10130,ST VINCENT'S ST CLAIR,"7063 VETERANS PARKWAY, PELL CITY, AL 35125",-86.30172530000002,33.6043705,7063 VETERANS PARKWAY,PELL CITY,AL,35125
10131,CRESTWOOD MEDICAL CENTER,"ONE HOSPITAL DR SE, HUNTSVILLE, AL 35801",-86.571787,34.692792,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801
10138,HILL HOSPITAL OF SUMTER COUNTY,"751 DERBY DRIVE, YORK, AL 36925",-88.29601989999999,32.4917056,751 DERBY DRIVE,YORK,AL,36925
10139,BROOKWOOD MEDICAL CENTER,"2010 BROOKWOOD MEDICAL CENTER DRIVE, BIRMINGHAM, AL 35209",-86.7771671,33.4636415,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209
10144,SPRINGHILL MEDICAL CENTER,"3719 DAUPHIN STREET, MOBILE, AL 36608",-88.1316966,30.6854594,3719 DAUPHIN STREET,MOBILE,AL,36608
10146,JACKSONVILLE MEDICAL CENTER,"1701 SOUTH PELHAM ROAD, JACKSONVILLE, AL 36265",-85.7616961,33.7825269,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265
10148,EVERGREEN MEDICAL CENTER,"101 CRESTVIEW AVENUE, EVERGREEN, AL 36401",-86.9414221,31.4312802,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401
10149,BAPTIST MEDICAL CENTER EAST,"400 TAYLOR ROAD, MONTGOMERY, AL 36117",-86.17576299999999,32.387975,400 TAYLOR ROAD,MONTGOMERY,AL,36117
10150,L V STABLER MEMORIAL HOSPITAL,"29 L V STABLER DRIVE, GREENVILLE, AL 36037",-86.6454237,31.8288717,29 L V STABLER DRIVE,GREENVILLE,AL,36037
10152,INFIRMARY WEST,"5600 GIRBY RD, MOBILE, AL 36693",-88.17128699999999,30.619281,5600 GIRBY RD,MOBILE,AL,36693
10157,SHOALS HOSPITAL,"201 WEST AVALON AVENUE, MUSCLE SHOALS, AL 35661",-87.67561219999999,34.7449729,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661
10158,RUSSELLVILLE HOSPITAL,"15155 HIGHWAY 43, RUSSELLVILLE, AL 35653",-87.71767489999999,34.5122845,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653
10164,COOSA VALLEY MEDICAL CENTER,"315 W HICKORY ST, SYLACAUGA, AL 35150",-86.2538019,33.165474,315 W HICKORY ST,SYLACAUGA,AL,35150
10168,JACK HUGHSTON MEMORIAL HOSPITAL,"4401 RIVER CHASE DRIVE, PHENIX CITY, AL 36867",-85.0086714,32.5080845,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867
10169,ATMORE COMMUNITY HOSPITAL,"401 MEDICAL PARK DRIVE, ATMORE, AL 36502",-87.476801,31.016683,401 MEDICAL PARK DRIVE,ATMORE,AL,36502
20001,PROVIDENCE ALASKA MEDICAL CENTER,"BOX 196604, ANCHORAGE, AK 99519",-149.1703365,60.9490169,BOX 196604,ANCHORAGE,AK,99519
20006,MAT-SU REGIONAL MEDICAL CENTER,"2500 SOUTH WOODWORTH LOOP, PALMER, AK 99645",-149.2576383,61.56316029999999,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645
20008,BARTLETT REGIONAL HOSPITAL,"3260 HOSPITAL DR, JUNEAU, AK 99801",-134.4651597,58.32905169999999,3260 HOSPITAL DR,JUNEAU,AK,99801
20012,FAIRBANKS MEMORIAL HOSPITAL,"1650 COWLES STREET, FAIRBANKS, AK 99701",-147.7394414,64.8338862,1650 COWLES STREET,FAIRBANKS,AK,99701
20017,ALASKA REGIONAL HOSPITAL,"2801 DEBARR ROAD, ANCHORAGE, AK 99508",-149.827064,61.21004279999999,2801 DEBARR ROAD,ANCHORAGE,AK,99508
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,"PO BOX 287, BETHEL, AK 99559",-161.7558333,60.7922222,PO BOX 287,BETHEL,AK,99559
20024,CENTRAL PENINSULA GENERAL HOSPITAL,"250 HOSPITAL PLACE, SOLDOTNA, AK 99669",-151.0777498,60.4932176,250 HOSPITAL PLACE,SOLDOTNA,AK,99669
20026,ALASKA NATIVE MEDICAL CENTER,"4315 DIPLOMACY DR, ANCHORAGE, AK 99508",-149.8003508,61.1827418,4315 DIPLOMACY DR,ANCHORAGE,AK,99508
20027,MT EDGECUMBE HOSPITAL,"222 TONGASS DR, SITKA, AK 99835",-135.3558008,57.0524491,222 TONGASS DR,SITKA,AK,99835
30001,MARYVALE HOSPITAL,"5102 WEST CAMPBELL AVENUE, PHOENIX, AZ 85031",-112.1707576,33.5029206,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85031
30002,BANNER GOOD SAMARITAN MEDICAL CENTER,"1111 EAST MCDOWELL ROAD, PHOENIX, AZ 85006",-112.057972,33.465137,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006
30006,TUCSON MEDICAL CENTER,"5301 EAST GRANT ROAD, TUCSON, AZ 85712",-110.881353,32.252939,5301 EAST GRANT ROAD,TUCSON,AZ,85712
30007,VERDE VALLEY MEDICAL CENTER,"269 SOUTH CANDY LANE, COTTONWOOD, AZ 86326",-112.0295549,34.73548,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326
30010,CARONDELET ST  MARYS HOSPITAL,"1601 WEST ST MARY'S ROAD, TUCSON, AZ 85745",-110.9995908,32.228313,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745
30011,CARONDELET ST JOSEPH'S HOSPITAL,"350 NORTH WILMOT ROAD, TUCSON, AZ 85711",-110.8553624,32.2264345,350 NORTH WILMOT ROAD,TUCSON,AZ,85711
30012,YAVAPAI REGIONAL MEDICAL CENTER,"1003 WILLOW CREEK ROAD, PRESCOTT, AZ 86301",-112.4811427,34.55968350000001,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301
30013,YUMA REGIONAL MEDICAL CENTER,"2400 SOUTH AVENUE A, YUMA, AZ 85364",-114.634916,32.6823988,2400 SOUTH AVENUE A,YUMA,AZ,85364
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,"250 EAST DUNLAP AVENUE, PHOENIX, AZ 85020",-112.0710274,33.5689294,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020
30022,MARICOPA MEDICAL CENTER,"2601 EAST ROOSEVELT STREET, PHOENIX, AZ 85008",-112.026244,33.45756,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008
30023,FLAGSTAFF MEDICAL CENTER,"1200 NORTH BEAVER STREET, FLAGSTAFF, AZ 86001",-111.643986,35.20832,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001
30024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,"350 WEST THOMAS ROAD, PHOENIX, AZ 85013",-112.0796983,33.4811658,350 WEST THOMAS ROAD,PHOENIX,AZ,85013
30030,PHOENIX BAPTIST HOSPITAL,"2000 WEST BETHANY HOME ROAD, PHOENIX, AZ 85015",-112.1021717,33.5249405,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015
30033,PAYSON REGIONAL MEDICAL CENTER,"807 SOUTH PONDEROSA DRIVE, PAYSON, AZ 85541",-111.319452,34.2512524,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541
30036,CHANDLER REGIONAL MEDICAL CENTER,"475 SOUTH DOBSON ROAD, CHANDLER, AZ 85224",-111.874614,33.297496,475 SOUTH DOBSON ROAD,CHANDLER,AZ,85224
30037,ST LUKES MEDICAL CENTER,"1800 EAST VAN BUREN STREET, PHOENIX, AZ 85006",-112.0419966,33.4547165,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006
30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,"7400 EAST OSBORN ROAD, SCOTTSDALE, AZ 85251",-111.9232391,33.4888536,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251
30043,SIERRA VISTA REGIONAL HEALTH CENTER INC,"300 EL CAMINO REAL, SIERRA VISTA, AZ 85635",-110.2724793,31.551159,300 EL CAMINO REAL,SIERRA VISTA,AZ,85635
30055,KINGMAN REGIONAL MEDICAL CENTER,"3269 STOCKTON HILL ROAD, KINGMAN, AZ 86409",-114.0368436,35.2202474,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409
30061,BANNER BOSWELL MEDICAL CENTER,"10401 WEST THUNDERBIRD BOULEVARD, SUN CITY, AZ 85351",-112.2802332,33.6041512,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,"2200 SHOW LOW LAKE ROAD, SHOW LOW, AZ 85901",-110.0191523,34.2019458,2200 SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901
30064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE","1501 NORTH CAMPBELL AVENUE, TUCSON, AZ 85724",-110.946165,32.240799,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724
30065,BANNER DESERT MEDICAL CENTER,"1400 SOUTH  DOBSON ROAD, MESA, AZ 85202",-111.877013,33.3899841,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202
30067,LA PAZ REGIONAL HOSPITAL,"1200 WEST MOHAVE ROAD, PARKER, AZ 85344",-114.2847869,34.1355319,1200 WEST MOHAVE ROAD,PARKER,AZ,85344
30068,MT GRAHAM REGIONAL MEDICAL CENTER,"1600  SOUTH 20TH AVENUE, SAFFORD, AZ 85546",-109.7348242,32.8227673,1600  SOUTH 20TH AVENUE,SAFFORD,AZ,85546
30069,HAVASU REGIONAL MEDICAL CENTER,"101 CIVIC CENTER LANE, LAKE HAVASU CIT, AZ 86403",-114.3384041,34.4792249,101 CIVIC CENTER LANE,LAKE HAVASU CIT,AZ,86403
30071,FORT DEFIANCE INDIAN HOSPITAL,"PO BOX 649, FORT DEFIANCE, AZ 86504",-109.0764828,35.7444602,PO BOX 649,FORT DEFIANCE,AZ,86504
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,"PO BOX 600, TUBA CITY, AZ 86045",-111.2398625,36.1349928,PO BOX 600,TUBA CITY,AZ,86045
30078,PHOENIX INDIAN MEDICAL CENTER,"4212 NORTH 16TH STREET, PHOENIX, AZ 85016",-112.049421,33.49695,4212 NORTH 16TH STREET,PHOENIX,AZ,85016
30083,PARADISE VALLEY HOSPITAL,"3929 EAST BELL ROAD, PHOENIX, AZ 85032",-111.997372,33.6395231,3929 EAST BELL ROAD,PHOENIX,AZ,85032
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD, CHINLE, AZ 86503",-109.5526072,36.1544483,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503
30085,NORTHWEST MEDICAL CENTER,"6200 NORTH LA CHOLLA BOULEVARD, TUCSON, AZ 85741",-111.0100752,32.3202768,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741
30087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,"9003 EAST SHEA BOULEVARD, SCOTTSDALE, AZ 85260",-111.8790837,33.5824438,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260
30088,BANNER BAYWOOD MEDICAL CENTER,"6644 EAST BAYWOOD AVENUE, MESA, AZ 85206",-111.6874923,33.4113555,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206
30089,BANNER THUNDERBIRD MEDICAL CENTER,"5555 WEST THUNDERBIRD ROAD, GLENDALE, AZ 85306",-112.181293,33.609487,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306
30092,JOHN C LINCOLN DEER VALLEY HOSPITAL,"19829 NORTH 27TH AVENUE, PHOENIX, AZ 85027",-112.1161771,33.6659564,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027
30093,BANNER DEL E WEBB MEDICAL CENTER,"14502 WEST MEEKER BOULEVARD, SUN CITY WEST, AZ 85375",-112.372831,33.659653,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375
30094,ARROWHEAD HOSPITAL,"18701 NORTH 67TH AVENUE, GLENDALE, AZ 85308",-112.2021962,33.6553009,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308
30100,CARONDELET HEART AND VASCULAR INSTITUTE,"4888 NORTH STONE AVENUE, TUCSON, AZ 85704",-110.970281,32.294444,4888 NORTH STONE AVENUE,TUCSON,AZ,85704
30101,WESTERN ARIZONA REGIONAL MEDICAL CTR,"2735 SILVER CREEK ROAD, BULLHEAD CITY, AZ 86442",-114.5550458,35.1106768,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442
30103,MAYO CLINIC HOSPITAL,"5777 EAST MAYO BOULEVARD, PHOENIX, AZ 85054",-111.9562877,33.6601553,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054
30105,BANNER HEART HOSPITAL,"6750 EAST BAYWOOD AVENUE, MESA, AZ 85206",-111.6858362,33.4113567,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206
30107,ARIZONA SPINE AND JOINT HOSPITAL,"4620 EAST BASELINE ROAD, MESA, AZ 85206",-111.7347725,33.3801367,4620 EAST BASELINE ROAD,MESA,AZ,85206
30108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,"6501 NORTH 19TH AVENUE, PHOENIX, AZ 85015",-112.098972,33.5321969,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015
30110,WEST VALLEY HOSPITAL,"13677 WEST MCDOWELL ROAD, GOODYEAR, AZ 85395",-112.352936,33.462078,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395
30111,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE","2800 EAST AJO WAY, TUCSON, AZ 85713",-110.9295523,32.177872,2800 EAST AJO WAY,TUCSON,AZ,85713
30112,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,"2905 WEST WARNER ROAD, CHANDLER, AZ 85225",-111.8912936,33.3339218,2905 WEST WARNER ROAD,CHANDLER,AZ,85225
